counter_id,date,time,channel_1,channel_2
41,22/03/2015,0,0,0
41,22/03/2015,1,0,0
41,22/03/2015,2,0,0
41,22/03/2015,3,0,0
41,22/03/2015,4,0,0
41,22/03/2015,5,0,0
41,22/03/2015,6,2,0
41,22/03/2015,7,1,0
41,22/03/2015,8,5,0
41,22/03/2015,9,9,0
41,22/03/2015,10,4,0
41,22/03/2015,11,13,0
41,22/03/2015,12,5,0
41,22/03/2015,13,8,0
41,22/03/2015,14,11,0
41,22/03/2015,15,6,1
41,22/03/2015,16,8,0
41,22/03/2015,17,7,0
41,22/03/2015,18,11,0
41,22/03/2015,19,2,0
41,22/03/2015,20,2,0
41,22/03/2015,21,2,0
41,22/03/2015,22,1,0
41,22/03/2015,23,1,0
41,23/03/2015,0,1,0
41,23/03/2015,1,3,0
41,23/03/2015,2,0,0
41,23/03/2015,3,2,0
41,23/03/2015,4,0,0
41,23/03/2015,5,2,0
41,23/03/2015,6,9,0
41,23/03/2015,7,22,1
41,23/03/2015,8,68,0
41,23/03/2015,9,16,0
41,23/03/2015,10,14,1
41,23/03/2015,11,7,0
41,23/03/2015,12,12,0
41,23/03/2015,13,43,0
41,23/03/2015,14,21,0
41,23/03/2015,15,34,0
41,23/03/2015,16,61,0
41,23/03/2015,17,97,0
41,23/03/2015,18,42,0
41,23/03/2015,19,32,1
41,23/03/2015,20,10,0
41,23/03/2015,21,5,0
41,23/03/2015,22,4,0
41,23/03/2015,23,0,0
41,24/03/2015,0,1,0
41,24/03/2015,1,1,0
41,24/03/2015,2,0,0
41,24/03/2015,3,0,0
41,24/03/2015,4,0,0
41,24/03/2015,5,0,0
41,24/03/2015,6,8,0
41,24/03/2015,7,34,0
41,24/03/2015,8,57,0
41,24/03/2015,9,15,0
41,24/03/2015,10,17,0
41,24/03/2015,11,12,0
41,24/03/2015,12,21,0
41,24/03/2015,13,31,0
41,24/03/2015,14,20,0
41,24/03/2015,15,40,0
41,24/03/2015,16,40,0
41,24/03/2015,17,90,0
41,24/03/2015,18,51,0
41,24/03/2015,19,21,0
41,24/03/2015,20,10,0
41,24/03/2015,21,8,0
41,24/03/2015,22,11,0
41,24/03/2015,23,3,0
41,25/03/2015,0,0,0
41,25/03/2015,1,0,0
41,25/03/2015,2,2,0
41,25/03/2015,3,0,0
41,25/03/2015,4,0,0
41,25/03/2015,5,1,0
41,25/03/2015,6,7,0
41,25/03/2015,7,28,0
41,25/03/2015,8,50,0
41,25/03/2015,9,23,0
41,25/03/2015,10,30,0
41,25/03/2015,11,24,0
41,25/03/2015,12,22,0
41,25/03/2015,13,32,0
41,25/03/2015,14,17,0
41,25/03/2015,15,21,0
41,25/03/2015,16,42,0
41,25/03/2015,17,50,0
41,25/03/2015,18,38,0
41,25/03/2015,19,23,1
41,25/03/2015,20,18,0
41,25/03/2015,21,13,0
41,25/03/2015,22,7,0
41,25/03/2015,23,3,0
41,26/03/2015,0,0,0
41,26/03/2015,1,1,0
41,26/03/2015,2,0,0
41,26/03/2015,3,0,0
41,26/03/2015,4,1,0
41,26/03/2015,5,0,0
41,26/03/2015,6,6,0
41,26/03/2015,7,16,0
41,26/03/2015,8,40,0
41,26/03/2015,9,5,0
41,26/03/2015,10,6,0
41,26/03/2015,11,14,0
41,26/03/2015,12,17,0
41,26/03/2015,13,30,0
41,26/03/2015,14,11,0
41,26/03/2015,15,40,0
41,26/03/2015,16,54,0
41,26/03/2015,17,66,0
41,26/03/2015,18,39,0
41,26/03/2015,19,17,0
41,26/03/2015,20,9,0
41,26/03/2015,21,0,0
41,26/03/2015,22,3,0
41,26/03/2015,23,2,0
41,27/03/2015,0,0,0
41,27/03/2015,1,0,0
41,27/03/2015,2,0,0
41,27/03/2015,3,0,0
41,27/03/2015,4,2,0
41,27/03/2015,5,0,0
41,27/03/2015,6,2,0
41,27/03/2015,7,21,0
41,27/03/2015,8,61,0
41,27/03/2015,9,16,0
41,27/03/2015,10,17,1
41,27/03/2015,11,17,0
41,27/03/2015,12,31,0
41,27/03/2015,13,18,0
41,27/03/2015,14,28,1
41,27/03/2015,15,32,0
41,27/03/2015,16,38,0
41,27/03/2015,17,63,0
41,27/03/2015,18,41,0
41,27/03/2015,19,14,0
41,27/03/2015,20,4,0
41,27/03/2015,21,4,0
41,27/03/2015,22,1,0
41,27/03/2015,23,0,0
41,28/03/2015,0,2,0
41,28/03/2015,1,0,0
41,28/03/2015,2,0,0
41,28/03/2015,3,0,0
41,28/03/2015,4,0,0
41,28/03/2015,5,0,0
41,28/03/2015,6,2,0
41,28/03/2015,7,1,0
41,28/03/2015,8,1,0
41,28/03/2015,9,5,0
41,28/03/2015,10,2,0
41,28/03/2015,11,6,0
41,28/03/2015,12,7,0
41,28/03/2015,13,4,0
41,28/03/2015,14,2,0
41,28/03/2015,15,5,0
41,28/03/2015,16,13,0
41,28/03/2015,17,4,0
41,28/03/2015,18,9,0
41,28/03/2015,19,1,0
41,28/03/2015,20,3,0
41,28/03/2015,21,6,0
41,28/03/2015,22,0,0
41,28/03/2015,23,3,0
41,05/04/2015,0,2,0
41,05/04/2015,1,0,0
41,05/04/2015,2,1,0
41,05/04/2015,3,1,0
41,05/04/2015,4,0,0
41,05/04/2015,5,0,0
41,05/04/2015,6,1,0
41,05/04/2015,7,1,0
41,05/04/2015,8,4,0
41,05/04/2015,9,6,0
41,05/04/2015,10,9,0
41,05/04/2015,11,8,0
41,05/04/2015,12,15,0
41,05/04/2015,13,15,0
41,05/04/2015,14,8,0
41,05/04/2015,15,10,0
41,05/04/2015,16,4,0
41,05/04/2015,17,6,0
41,05/04/2015,18,10,0
41,05/04/2015,19,5,0
41,05/04/2015,20,0,0
41,05/04/2015,21,1,0
41,05/04/2015,22,2,0
41,05/04/2015,23,0,0
41,06/04/2015,0,0,0
41,06/04/2015,1,0,0
41,06/04/2015,2,0,0
41,06/04/2015,3,0,0
41,06/04/2015,4,0,0
41,06/04/2015,5,1,0
41,06/04/2015,6,2,0
41,06/04/2015,7,2,0
41,06/04/2015,8,17,0
41,06/04/2015,9,11,0
41,06/04/2015,10,12,0
41,06/04/2015,11,12,0
41,06/04/2015,12,4,0
41,06/04/2015,13,14,0
41,06/04/2015,14,15,0
41,06/04/2015,15,24,0
41,06/04/2015,16,26,0
41,06/04/2015,17,44,0
41,06/04/2015,18,14,0
41,06/04/2015,19,17,0
41,06/04/2015,20,3,0
41,06/04/2015,21,2,0
41,06/04/2015,22,3,0
41,06/04/2015,23,2,0
41,07/04/2015,0,1,0
41,07/04/2015,1,0,0
41,07/04/2015,2,0,0
41,07/04/2015,3,1,0
41,07/04/2015,4,0,0
41,07/04/2015,5,0,0
41,07/04/2015,6,8,0
41,07/04/2015,7,16,0
41,07/04/2015,8,48,0
41,07/04/2015,9,18,0
41,07/04/2015,10,7,0
41,07/04/2015,11,12,0
41,07/04/2015,12,9,0
41,07/04/2015,13,11,0
41,07/04/2015,14,6,0
41,07/04/2015,15,9,0
41,07/04/2015,16,26,0
41,07/04/2015,17,45,0
41,07/04/2015,18,37,0
41,07/04/2015,19,22,0
41,07/04/2015,20,2,0
41,07/04/2015,21,7,0
41,07/04/2015,22,6,0
41,07/04/2015,23,1,0
41,08/04/2015,0,0,0
41,08/04/2015,1,0,0
41,08/04/2015,2,1,0
41,08/04/2015,3,0,0
41,08/04/2015,4,0,0
41,08/04/2015,5,0,0
41,08/04/2015,6,7,0
41,08/04/2015,7,16,0
41,08/04/2015,8,48,0
41,08/04/2015,9,13,0
41,08/04/2015,10,14,0
41,08/04/2015,11,10,0
41,08/04/2015,12,11,0
41,08/04/2015,13,15,0
41,08/04/2015,14,8,0
41,08/04/2015,15,20,0
41,08/04/2015,16,26,0
41,08/04/2015,17,36,1
41,08/04/2015,18,26,0
41,08/04/2015,19,18,0
41,08/04/2015,20,7,1
41,08/04/2015,21,5,0
41,08/04/2015,22,1,0
41,08/04/2015,23,1,0
41,09/04/2015,0,0,0
41,09/04/2015,1,0,0
41,09/04/2015,2,0,0
41,09/04/2015,3,0,0
41,09/04/2015,4,0,0
41,09/04/2015,5,0,0
41,09/04/2015,6,9,0
41,09/04/2015,7,19,0
41,09/04/2015,8,57,0
41,09/04/2015,9,14,0
41,09/04/2015,10,11,0
41,09/04/2015,11,9,0
41,09/04/2015,12,12,0
41,09/04/2015,13,6,0
41,09/04/2015,14,8,0
41,09/04/2015,15,17,0
41,09/04/2015,16,35,0
41,09/04/2015,17,41,0
41,09/04/2015,18,35,0
41,09/04/2015,19,16,0
41,09/04/2015,20,6,0
41,09/04/2015,21,5,0
41,09/04/2015,22,2,0
41,09/04/2015,23,1,0
41,10/04/2015,0,1,0
41,10/04/2015,1,1,0
41,10/04/2015,2,2,0
41,10/04/2015,3,0,0
41,10/04/2015,4,0,0
41,10/04/2015,5,0,0
41,10/04/2015,6,11,0
41,10/04/2015,7,17,0
41,10/04/2015,8,35,0
41,10/04/2015,9,16,0
41,10/04/2015,10,9,0
41,10/04/2015,11,5,0
41,10/04/2015,12,17,0
41,10/04/2015,13,7,0
41,10/04/2015,14,10,0
41,10/04/2015,15,9,0
41,10/04/2015,16,15,0
41,10/04/2015,17,30,0
41,10/04/2015,18,23,0
41,10/04/2015,19,8,0
