counter_id,date,time,channel_1,channel_2
5,03/04/2013,15,11,6
5,03/04/2013,16,31,12
5,03/04/2013,17,35,19
5,03/04/2013,18,25,19
5,03/04/2013,19,9,7
5,03/04/2013,20,4,1
5,03/04/2013,21,0,0
5,03/04/2013,22,1,1
5,03/04/2013,23,0,0
5,04/04/2013,0,0,0
5,04/04/2013,1,0,0
5,04/04/2013,2,0,0
5,04/04/2013,3,0,0
5,04/04/2013,4,0,0
5,04/04/2013,5,0,2
5,04/04/2013,6,3,5
5,04/04/2013,7,12,25
5,04/04/2013,8,11,40
5,04/04/2013,9,5,15
5,04/04/2013,10,4,6
5,04/04/2013,11,8,8
5,04/04/2013,12,12,11
5,04/04/2013,13,7,5
5,04/04/2013,14,15,9
5,04/04/2013,15,12,6
5,04/04/2013,16,24,12
5,04/04/2013,17,53,8
5,04/04/2013,18,24,19
5,04/04/2013,19,10,8
5,04/04/2013,20,10,4
5,04/04/2013,21,6,1
5,04/04/2013,22,2,1
5,04/04/2013,23,1,0
5,05/04/2013,0,1,0
5,05/04/2013,1,0,0
5,05/04/2013,2,0,0
5,05/04/2013,3,0,0
5,05/04/2013,4,0,0
5,05/04/2013,5,0,1
5,05/04/2013,6,1,4
5,05/04/2013,7,9,22
5,05/04/2013,8,8,43
5,05/04/2013,9,2,11
5,05/04/2013,10,9,3
5,05/04/2013,11,12,6
5,05/04/2013,12,6,4
5,05/04/2013,13,11,5
5,05/04/2013,14,18,9
5,05/04/2013,15,18,14
5,05/04/2013,16,27,8
5,05/04/2013,17,27,8
5,05/04/2013,18,30,10
5,05/04/2013,19,3,6
5,05/04/2013,20,4,1
5,05/04/2013,21,3,2
5,05/04/2013,22,2,2
5,05/04/2013,23,2,2
5,06/04/2013,0,1,0
5,06/04/2013,1,0,0
5,06/04/2013,2,0,0
5,06/04/2013,3,0,0
5,06/04/2013,4,0,0
5,06/04/2013,5,0,0
5,06/04/2013,6,1,1
5,06/04/2013,7,2,3
5,06/04/2013,8,10,9
5,06/04/2013,9,27,14
5,06/04/2013,10,32,10
5,06/04/2013,11,21,24
5,06/04/2013,12,27,30
5,06/04/2013,13,23,30
5,06/04/2013,14,34,20
5,06/04/2013,15,18,17
5,06/04/2013,16,11,18
5,06/04/2013,17,6,12
5,06/04/2013,18,8,8
5,06/04/2013,19,3,3
5,06/04/2013,20,3,4
5,06/04/2013,21,3,1
5,06/04/2013,22,0,0
5,06/04/2013,23,1,0
5,07/04/2013,0,2,1
5,07/04/2013,1,1,0
5,07/04/2013,2,0,0
5,07/04/2013,3,1,0
5,07/04/2013,4,0,0
5,07/04/2013,5,0,1
5,07/04/2013,6,1,3
5,07/04/2013,7,3,3
5,07/04/2013,8,9,5
5,07/04/2013,9,17,10
5,07/04/2013,10,12,13
5,07/04/2013,11,19,17
5,07/04/2013,12,9,14
5,07/04/2013,13,20,16
5,07/04/2013,14,19,22
5,07/04/2013,15,21,20
5,07/04/2013,16,7,12
5,07/04/2013,17,6,14
5,07/04/2013,18,6,2
5,07/04/2013,19,4,5
5,07/04/2013,20,1,2
5,07/04/2013,21,2,1
5,07/04/2013,22,0,1
5,07/04/2013,23,0,0
5,08/04/2013,0,0,0
5,08/04/2013,1,0,0
5,08/04/2013,2,0,0
5,08/04/2013,3,0,1
5,08/04/2013,4,0,0
5,08/04/2013,5,0,2
5,08/04/2013,6,5,12
5,08/04/2013,7,13,38
5,08/04/2013,8,13,58
5,08/04/2013,9,5,14
5,08/04/2013,10,5,6
5,08/04/2013,11,10,8
5,08/04/2013,12,6,9
5,08/04/2013,13,7,6
5,08/04/2013,14,6,4
5,08/04/2013,15,9,10
5,08/04/2013,16,31,15
5,08/04/2013,17,49,16
5,08/04/2013,18,52,21
5,08/04/2013,19,8,30
5,08/04/2013,20,11,8
5,08/04/2013,21,4,2
5,08/04/2013,22,0,0
5,08/04/2013,23,2,0
5,09/04/2013,0,1,0
5,09/04/2013,1,1,0
5,09/04/2013,2,0,0
5,09/04/2013,3,0,0
5,09/04/2013,4,0,0
5,09/04/2013,5,0,2
5,09/04/2013,6,6,10
5,09/04/2013,7,14,32
5,09/04/2013,8,13,56
5,09/04/2013,9,4,15
5,09/04/2013,10,10,8
5,09/04/2013,11,5,10
5,09/04/2013,12,5,10
5,09/04/2013,13,7,6
5,09/04/2013,14,10,7
5,09/04/2013,15,19,9
5,09/04/2013,16,34,10
5,09/04/2013,17,53,24
5,09/04/2013,18,34,23
5,09/04/2013,19,8,6
5,09/04/2013,20,3,3
5,09/04/2013,21,5,2
5,09/04/2013,22,1,3
5,09/04/2013,23,1,1
5,10/04/2013,0,0,0
5,10/04/2013,1,1,0
5,10/04/2013,2,0,0
5,10/04/2013,3,0,0
5,10/04/2013,4,0,1
5,10/04/2013,5,0,3
5,10/04/2013,6,4,11
5,10/04/2013,7,14,31
5,10/04/2013,8,13,56
5,10/04/2013,9,4,8
5,10/04/2013,10,5,5
5,10/04/2013,11,4,3
5,10/04/2013,12,1,4
5,10/04/2013,13,5,10
5,10/04/2013,14,5,5
5,10/04/2013,15,7,2
5,10/04/2013,16,29,6
5,10/04/2013,17,53,15
5,10/04/2013,18,22,15
5,10/04/2013,19,16,3
5,10/04/2013,20,3,7
5,10/04/2013,21,6,4
5,10/04/2013,22,1,0
5,10/04/2013,23,0,0
5,11/04/2013,0,0,1
5,11/04/2013,1,0,0
5,11/04/2013,2,0,0
5,11/04/2013,3,0,0
5,11/04/2013,4,0,0
5,11/04/2013,5,0,1
5,11/04/2013,6,2,8
5,11/04/2013,7,13,33
5,11/04/2013,8,15,41
5,11/04/2013,9,9,11
5,11/04/2013,10,8,8
5,11/04/2013,11,8,8
5,11/04/2013,12,3,11
5,11/04/2013,13,6,6
5,11/04/2013,14,10,5
5,11/04/2013,15,13,5
5,11/04/2013,16,31,8
5,11/04/2013,17,42,9
5,11/04/2013,18,31,18
5,11/04/2013,19,13,8
5,11/04/2013,20,3,5
5,11/04/2013,21,3,0
5,11/04/2013,22,0,0
5,11/04/2013,23,0,0
5,12/04/2013,0,1,0
5,12/04/2013,1,1,0
5,12/04/2013,2,0,0
5,12/04/2013,3,0,0
5,12/04/2013,4,0,0
5,12/04/2013,5,0,1
5,12/04/2013,6,2,10
5,12/04/2013,7,16,24
5,12/04/2013,8,14,42
5,12/04/2013,9,10,12
5,12/04/2013,10,6,4
5,12/04/2013,11,7,6
5,12/04/2013,12,7,5
5,12/04/2013,13,2,7
5,12/04/2013,14,15,5
5,12/04/2013,15,12,11
5,12/04/2013,16,20,12
5,12/04/2013,17,41,13
5,12/04/2013,18,21,10
5,12/04/2013,19,9,6
5,12/04/2013,20,4,5
5,12/04/2013,21,4,0
5,12/04/2013,22,0,0
5,12/04/2013,23,1,1
5,13/04/2013,0,0,0
5,13/04/2013,1,0,0
5,13/04/2013,2,0,0
5,13/04/2013,3,0,0
5,13/04/2013,4,0,0
5,13/04/2013,5,0,0
5,13/04/2013,6,2,0
5,13/04/2013,7,4,5
5,13/04/2013,8,9,5
5,13/04/2013,9,21,7
5,13/04/2013,10,15,10
5,13/04/2013,11,36,19
5,13/04/2013,12,28,29
5,13/04/2013,13,25,18
5,13/04/2013,14,33,19
5,13/04/2013,15,22,31
5,13/04/2013,16,21,18
5,13/04/2013,17,19,17
5,13/04/2013,18,8,21
5,13/04/2013,19,0,5
5,13/04/2013,20,0,0
5,13/04/2013,21,2,0
5,13/04/2013,22,1,0
5,13/04/2013,23,1,1
5,14/04/2013,0,0,0
5,14/04/2013,1,0,0
5,14/04/2013,2,0,0
5,14/04/2013,3,1,0
5,14/04/2013,4,0,0
5,14/04/2013,5,0,1
5,14/04/2013,6,0,0
5,14/04/2013,7,0,5
5,14/04/2013,8,2,3
5,14/04/2013,9,1,3
5,14/04/2013,10,6,0
5,14/04/2013,11,6,3
5,14/04/2013,12,5,5
5,14/04/2013,13,12,8
5,14/04/2013,14,12,10
5,14/04/2013,15,15,8
5,14/04/2013,16,17,11
5,14/04/2013,17,7,8
5,14/04/2013,18,5,12
5,14/04/2013,19,3,4
5,14/04/2013,20,3,1
5,14/04/2013,21,1,1
5,14/04/2013,22,1,2
5,14/04/2013,23,0,0
5,15/04/2013,0,0,0
5,15/04/2013,1,0,0
5,15/04/2013,2,0,0
5,15/04/2013,3,0,0
5,15/04/2013,4,0,0
5,15/04/2013,5,0,2
5,15/04/2013,6,3,5
5,15/04/2013,7,5,27
5,15/04/2013,8,7,45
5,15/04/2013,9,8,13
5,15/04/2013,10,13,6
5,15/04/2013,11,7,8
5,15/04/2013,12,11,6
5,15/04/2013,13,8,8
5,15/04/2013,14,10,9
5,15/04/2013,15,5,6
5,15/04/2013,16,22,3
5,15/04/2013,17,42,3
5,15/04/2013,18,37,5
5,15/04/2013,19,10,7
5,15/04/2013,20,7,5
5,15/04/2013,21,0,2
5,15/04/2013,22,0,0
5,15/04/2013,23,0,0
5,16/04/2013,0,1,0
5,16/04/2013,1,0,0
5,16/04/2013,2,0,0
5,16/04/2013,3,0,0
5,16/04/2013,4,0,0
5,16/04/2013,5,0,0
5,16/04/2013,6,2,13
5,16/04/2013,7,7,31
5,16/04/2013,8,13,48
5,16/04/2013,9,3,9
5,16/04/2013,10,2,2
5,16/04/2013,11,6,1
5,16/04/2013,12,5,3
5,16/04/2013,13,9,2
5,16/04/2013,14,6,1
5,16/04/2013,15,9,6
5,16/04/2013,16,19,6
5,16/04/2013,17,44,8
5,16/04/2013,18,27,13
5,16/04/2013,19,11,5
5,16/04/2013,20,5,3
5,16/04/2013,21,4,1
5,16/04/2013,22,1,0
5,16/04/2013,23,0,0
5,17/04/2013,0,1,1
5,17/04/2013,1,0,0
5,17/04/2013,2,0,0
5,17/04/2013,3,0,0
5,17/04/2013,4,0,0
5,17/04/2013,5,0,1
5,17/04/2013,6,3,9
5,17/04/2013,7,10,27
5,17/04/2013,8,11,35
5,17/04/2013,9,3,7
5,17/04/2013,10,3,1
5,17/04/2013,11,3,2
5,17/04/2013,12,2,1
5,17/04/2013,13,4,3
5,17/04/2013,14,7,0
5,17/04/2013,15,8,4
5,17/04/2013,16,24,4
5,17/04/2013,17,35,5
5,17/04/2013,18,26,10
5,17/04/2013,19,6,2
5,17/04/2013,20,6,3
5,17/04/2013,21,4,4
5,17/04/2013,22,0,0
5,17/04/2013,23,0,0
5,18/04/2013,0,0,1
5,18/04/2013,1,0,0
5,18/04/2013,2,0,0
5,18/04/2013,3,0,0
5,18/04/2013,4,0,0
5,18/04/2013,5,0,2
5,18/04/2013,6,6,10
5,18/04/2013,7,8,39
5,18/04/2013,8,11,35
5,18/04/2013,9,6,17
5,18/04/2013,10,8,3
5,18/04/2013,11,7,8
5,18/04/2013,12,1,2
5,18/04/2013,13,4,1
5,18/04/2013,14,3,3
5,18/04/2013,15,12,5
5,18/04/2013,16,18,5
5,18/04/2013,17,40,11
5,18/04/2013,18,30,5
5,18/04/2013,19,9,5
5,18/04/2013,20,3,4
5,18/04/2013,21,1,2
5,18/04/2013,22,1,1
5,18/04/2013,23,0,3
5,19/04/2013,0,3,0
5,19/04/2013,1,0,0
5,19/04/2013,2,1,0
5,19/04/2013,3,0,0
5,19/04/2013,4,0,0
5,19/04/2013,5,0,1
5,19/04/2013,6,3,6
5,19/04/2013,7,17,44
5,19/04/2013,8,17,57
5,19/04/2013,9,11,15
